ID;Nom;Type;GB-Type (FILTRE 1);Thèmes-tags;GB-Themes-tags (FILTRE 2);Filière;Filière picto;numfil;GB-Sector (FILTRE 3);Ens. sup. recherche;Département;Hébergeur;Adresse;CP;Ville;Innov'up incubation 2023;GB-Label INNOV'UP;Liens avec établissement ESR;GB-Linked with higher education and research institutions;Accueil d'entreprises étrangères;GB-Foreign business accommodation;W3;Raison sociale;SIRET;Incubateur;Accélérateur;Date mise à jour;Adresse complète;CoordXY;Nombre de thèmes-tags;Thème 1 (popin);Thème 2 (popin);Thème 3 (popin);Thème 4 (popin)
203;Scale-Up Booster;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;78.0;;2 place de Touraine;78000.0;Versailles;Non;No;;;;;https://scaleup-booster.com;;84153860600010;non;Oui;2024_04_29;2 place de Touraine;48.804133, 2.162133;;;;;
204;Tomcat Factory;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;14 rue Chaptal;92300.0;Levallois-Perret;Non;No;;;;;https://www.tomcat.eu;;88285598400010;non;Oui;2024_05_22;14 Rue Chaptal;48.887365, 2.285444;;;;;
208;CY EdTech Labs;Incubateur;Incubator;Industries Culturelles & Créatives,Marketing / Publicité / Communication / Media;Cultural / Creative,Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;95.0;La Turbine;32 boulevard du Port;95000.0;Cergy;Non;No;;;;;https://cytransfer.cyu.fr/cy-edtech-labs;;;Oui;non;2024_05_22;32 Boulevard du Port;49.032934, 2.065594;1.0;Industries Culturelles & Créatives;;;
210;Redstart;Incubateur;Incubator;Deeptech,FoodTech, Agritech, Agrotech,HRTech / Ressources Humaines,Impact environnemental, Durabilité, économie circulaire,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Deeptech,FoodTech / Agritech / Agrotech,RH Tech / Human Resources,Environmental impact / Sustainability / Circular economy,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;13 rue Mademoiselle;75015.0;Paris;Non;No;;;;;https://redstart.fr;;84349179600028;Oui;non;2024_05_22;13 rue Mademoiselle;48.843638, 2.294565;5.0;Deeptech;FoodTech, Agritech, Agrotech;HRTech / Ressources Humaines;Impact environnemental, Durabilité, économie circulaire
2;21 l'Accélérateur d'innovation sociale de la Croix Rouge française;Incubateur;Incubator;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Sport / Handicap / Bien-Etre,Impact social / Solidarité;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Sport / Autonomy / Handicap / Well-being,Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;21 rue de la Vanne;92120.0;Montrouge;Non;No;;;Oui;yes;https://21-croix-rouge.fr/;Croix-Rouge Nexem Innovation;84532341900018;Oui;non;2024_04_29;21 rue de la Vanne;48.815879, 2.328678;3.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre;Impact social / Solidarité;
44;Impulse Partners;Incubateur,Accélérateur;Incubator, Accelerator;Tourisme / Ville intelligente / PropTech,Immobilier / Construction;Tourism / Smart City / Proptech,Real Estate / Construction;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;130 rue de Lourmel;75015.0;Paris;Non;No;;;Oui;yes;https://impulse-partners.com/;;53838676400020;Oui;Oui;2024_04_29;130 rue de Lourmel;48.841627, 2.284948;2.0;Tourisme / Ville intelligente / PropTech;Immobilier / Construction;;
55;Incubateur HEC @ STATION F;Incubateur,Accélérateur;Incubator, Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;HEC;HEC;;;https://www.hec.edu/en/faculty-research/centers/idea-center/act/incubateur-hec-paris;HEC Paris;;Oui;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;;;;;
63;iPEPS @ ICM;Incubateur,Accélérateur;Incubator, Accelerator;Deeptech,Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins,Développement de logiciels / Service Cloud / Big data (ou données de masse);Deeptech,Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare,Software development / Cloud services / Big data;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;;47 boulevard de l'Hôpital;75013.0;Paris;Oui;Yes;Institut du Cerveau;Institut du Cerveau;;;https://ipeps.institutducerveau-icm.org/;Institut du Cerveau - Paris Brain Institute;50161612200013;Oui;Oui;2024_04_29;47 boulevard de l'Hôpital;48.840209, 2.36322;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse);
73;La Turbine - Chennevières;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;95.0;;16 avenue de Chennevières;95310.0;Saint-Ouen l'Aumône;Oui;Yes;;;;;https://laturbine-cergypontoise.fr/;Communauté d'Agglomération de Cergy-Pontoise;;Oui;non;2024_04_29;16 avenue de Chennevières;49.034103, 2.10884;;;;;
80;Showroom Startups;Incubateur;Incubator;Luxe / Beauté / Cosmétique / Mode / Textile,Biens de consommation / Retail / E-commerce;Luxury / Beauty / Cosmetic / Fashion / Textile,Consumer goods / Retail / E-commerce;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;93.0;;1 rue des Blés;93200.0;Saint-Denis;Non;No;;;;;https://www.lookforwardproject.com/;SHOWROOMPRIVE COM;53881183700011;Oui;non;2024_04_29;1 rue des Blés;48.912947, 2.362288;2.0;Luxe / Beauté / Cosmétique / Mode / Textile;Biens de consommation / Retail / E-commerce;;
88;French Event Booster;Incubateur;Incubator;Marketing / Publicité / Communication / Media;Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;1 place de la Porte de Versailles;75015.0;Paris;Non;No;;;Oui;yes;https://www.frencheventbooster.com/fr;;;Oui;non;2024_04_29;1 place de la Porte de Versailles;48.832033, 2.288708;1.0;Marketing / Publicité / Communication / Media;;;
124;WAI by BNP PARIBAS;Accélérateur;Accelerator;Deeptech,Développement de logiciels / Service Cloud / Big data (ou données de masse),HRTech / Ressources Humaines,Impact environnemental, Durabilité, économie circulaire,Marketing / Publicité / Communication / Media;Deeptech,Software development / Cloud services / Big data,RH Tech / Human Resources,Environmental impact / Sustainability / Circular economy,Marketing / Advertising / Communication / Media;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;19 bd Poissonnière;75002.0;Paris;Non;No;;;Oui;yes;https://banqueentreprise.bnpparibas/wai-paris-laccelerateur-de-startups-de-bnp-paribas-clcj5jgfg00ds016t1jq745tf;BNP Paribas;;non;Oui;2024_04_29;19 bd Poissonnière;48.871070861816406, 2.3455817699432373;5.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);HRTech / Ressources Humaines;Impact environnemental, Durabilité, économie circulaire
128;Beauty Tech Accelerator by l’Oreal @ STATION F;Accélérateur;Accelerator;Luxe / Beauté / Cosmétique / Mode / Textile,Développement de logiciels / Service Cloud / Big data (ou données de masse),AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo,Biens de consommation / Retail / E-commerce;Luxury / Beauty / Cosmetic / Fashion / Textile,Software development / Cloud services / Big data,AR / VR / Gaming,Consumer goods / Retail / E-commerce;5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://www.loreal.com/fr/science-et-technologie-beaute/l-oreal-open-innovation/l-oreal-innovation-program/;L'Oréal;;non;Oui;2024_04_29;Station F 5 parvis Alan Turing;48.834508, 2.370634;4.0;Luxe / Beauté / Cosmétique / Mode / Textile;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR / VR, Réalité augmentée / réalité Virtuelle, Jeu vidéo;Biens de consommation / Retail / E-commerce
140;INNOVATION & ENTREPRENEURSHIP CENTER HEC;Incubateur,Accélérateur;Incubator, Accelerator;Etudiant,Impact social / Solidarité,Deeptech;Student,Social impact / Solidarity,Deeptech;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;78.0;;1 rue de la Libération;78350.0;Jouy-en-Josas;Non;No;HEC;HEC;;;https://www.hec.edu/fr/faculte-et-recherche/centres/innovation-entrepreneurship-center;HEC PARIS;81775918600023;Oui;Oui;2024_04_29;1 rue de la Libération;48.757325, 2.169014;3.0;Etudiant;Impact social / Solidarité;Deeptech;
145;What's up Camille;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;174-176 quai de Jemmapes;75010.0;Paris;Non;No;;;;;https://www.whatsupcamille.fr/;kiki Paris;;Oui;non;2024_04_29;174-176 quai de Jemmapes;48.878932, 2.367315;;;;;
147;Assas Lab;Incubateur;Incubator;LegalTech,Etudiant;Legaltech,Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Centre Charcot;36 rue Charcot;75013.0;Paris;Non;No;Université Paris-Panthéon-Assas;Paris-Panthéon-Assas University;;;https://assaslab.u-paris2.fr/fr/incubateur;Université Paris-Panthéon-Assas;;Oui;non;2024_04_29;Centre Charcot 36 rue Charcot;48.830298, 2.370206;2.0;LegalTech;Etudiant;;
157;Le Perqo, l'incubateur à impact de la Région Île-de-France;Incubateur;Incubator;Impact environnemental, Durabilité, économie circulaire,Sport / Handicap / Bien-Etre,Impact social / Solidarité;Environmental impact / Sustainability / Circular economy,Sport / Autonomy / Handicap / Well-being,Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;93.0;Siège de la Région Île-de-France;2 rue Simone Veil;93400.0;Saint-Ouen-sur-Seine;Non;No;;;;;https://www.iledefrance.fr/le-perqo;Région Île-de-France;23750007900312;Oui;non;2024_04_29;2 rue Simone Veil;48.912395, 2.331462;3.0;Impact environnemental, Durabilité, économie circulaire;Sport / Handicap / Bien-Etre;Impact social / Solidarité;
190;Intencity Clichy;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;6 rue d'Estienne d'Orves;92110.0;Clichy;Non;No;;;Oui;yes;https://www.intencity.fr/incubateur-clichy-92/;INTENCITY;48816900400030;Oui;non;2024_04_29;6 rue d'Estienne d'Orves;48.9058, 2.30256;;;;;
205;Accélérateur BioMedTech;Accélérateur;Accelerator;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;75.0;Truffle Capital;8 bis rue de la Croix de Jarry;75013.0;Paris;Non;No;;;;;https://www.truffle.com/;;;non;Oui;2024_05_22;8 bis rue de la Croix de Jarry;48.827297, 2.3818;1.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;;;
214;AI Startup Program powered by Meta @ Station F;Accélérateur;Accelerator;Deeptech;Deeptech;7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;HEC;HEC;Oui;yes;https://hecparis.notion.site/AI-Startup-Program-Candidate-Antechamber-c00cf88ed2e741029f5e3d50a1e44e39;;;non;Oui;2024_05_22;Station F 5 parvis Alan Turing;48.83347671558393, 2.3718779980817923;1.0;Deeptech;;;
